"state","district","market","commodity","variety","arrival_date","min_price","max_price","modal_price","update_date"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","10/06/2023","2600","4050","3850","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","12/06/2023","2400","2800","2600","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","13/06/2023","4000","4050","4050","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","14/06/2023","3900","3900","3900","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","16/06/2023","2700","2800","2800","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","17/06/2023","2800","2800","2800","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","20/06/2023","2500","2500","2500","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","21/06/2023","2520","4200","2900","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","23/06/2023","1425","2510","2500","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","24/06/2023","2500","4000","3500","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","27/06/2023","2800","4100","4100","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","28/06/2023","2800","2800","2800","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","30/06/2023","2500","4100","2800","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","01/07/2023","2700","4000","2900","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","03/07/2023","3200","4100","4100","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","04/07/2023","2500","4300","2950","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","06/07/2023","2800","4300","3000","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","07/07/2023","2900","4200","4200","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","08/07/2023","2700","4000","2825","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","11/07/2023","2700","3150","3150","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","14/07/2023","4200","4400","4400","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","15/07/2023","2500","4000","3300","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","17/07/2023","2500","4200","3500","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","18/07/2023","3350","4400","3400","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","19/07/2023","3100","4400","3400","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","21/07/2023","2975","4500","4100","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","22/07/2023","3000","3000","3000","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","25/07/2023","3500","4350","3500","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","26/07/2023","3350","4400","4200","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","28/07/2023","3100","4500","4300","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","29/07/2023","3200","3200","3200","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","31/07/2023","4300","4300","4300","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","01/08/2023","3200","3200","3200","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","02/08/2023","3500","3500","3500","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","04/08/2023","3400","4300","3400","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","05/08/2023","3400","4500","4300","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","07/08/2023","2100","4000","3250","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","09/08/2023","3200","3200","3200","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","10/08/2023","3400","3600","3600","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","11/08/2023","3200","3500","3500","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","12/08/2023","3400","4300","4300","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","14/08/2023","3400","4200","4200","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","16/08/2023","3250","4150","3400","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","17/08/2023","3500","3500","3500","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","18/08/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","22/08/2023","2500","4025","3250","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","23/08/2023","3200","3275","3240","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","24/08/2023","3450","3950","3450","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","28/08/2023","3125","3950","3400","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","04/09/2023","3500","4300","3500","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","05/09/2023","3400","4200","4200","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","06/09/2023","3300","3350","3350","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","08/09/2023","3400","3400","3400","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","09/09/2023","3200","3400","3400","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","11/09/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","12/09/2023","4100","4100","4100","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","13/09/2023","3200","4125","3400","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","14/09/2023","3200","3400","3400","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","15/09/2023","2800","4500","3500","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","16/09/2023","3000","4200","3500","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","23/09/2023","3450","4200","3500","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","30/09/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","03/10/2023","3650","3650","3650","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","04/10/2023","3250","3900","3400","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","06/10/2023","2800","3800","3800","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","07/10/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","09/10/2023","3600","3600","3600","2023-10-11"
"Madhya Pradesh","Dindori","Dindori","Millets","Millets","10/10/2023","3400","3600","3425","2023-10-11"
"Madhya Pradesh","Jabalpur","Sihora","Millets","Millets","07/04/2023","2100","2100","2100","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","02/01/2023","3700","3800","3750","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","03/01/2023","3700","4000","3750","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","05/01/2023","3700","3900","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","06/01/2023","3800","3900","3850","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","07/01/2023","3700","3900","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","08/01/2023","3700","4100","3750","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","09/01/2023","3800","4000","3900","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","10/01/2023","3750","3850","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","11/01/2023","3800","3900","3850","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","13/01/2023","3800","3900","3850","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","14/01/2023","3950","4000","3960","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","18/01/2023","3900","3900","3900","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","19/01/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","21/01/2023","3800","4000","3900","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","22/01/2023","3900","4000","3950","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","23/01/2023","3700","3900","3750","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","24/01/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","25/01/2023","3500","3800","3600","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","27/01/2023","3800","3900","3850","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","29/01/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","30/01/2023","3700","3900","3750","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","31/01/2023","3900","3910","3905","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","01/02/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","02/02/2023","3600","3800","3700","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","03/02/2023","3700","3800","3750","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","04/02/2023","3700","3850","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","09/02/2023","3800","3850","3825","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","10/02/2023","3600","3600","3600","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","11/02/2023","3600","3600","3600","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","12/02/2023","3600","3600","3600","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","13/02/2023","3400","3700","3500","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","14/02/2023","3650","3750","3700","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","15/02/2023","3700","3700","3700","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","16/02/2023","3400","3800","3600","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","17/02/2023","3700","3700","3700","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","18/02/2023","3700","3700","3700","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","19/02/2023","3600","3600","3600","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","20/02/2023","3800","3900","3850","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","21/02/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","22/02/2023","3700","3850","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","23/02/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","24/02/2023","3700","3800","3750","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","25/02/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","26/02/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","27/02/2023","3850","3850","3850","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","28/02/2023","3700","3800","3750","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","01/03/2023","3700","3800","3750","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","02/03/2023","3700","3800","3750","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","03/03/2023","3700","3850","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","04/03/2023","3800","3825","3825","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","11/03/2023","3700","3700","3700","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","17/03/2023","3618","3618","3618","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","19/03/2023","3700","3700","3700","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","20/03/2023","3617","3815","3700","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","21/03/2023","3400","3500","3450","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","23/03/2023","3701","3830","3825","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","25/03/2023","3601","3601","3601","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","26/03/2023","3700","3700","3700","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","29/03/2023","3850","3860","3855","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","30/03/2023","3500","3500","3500","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","31/03/2023","3601","3601","3601","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","03/04/2023","3805","3805","3805","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","04/04/2023","3710","3900","3725","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","05/04/2023","3700","3900","3750","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","06/04/2023","3500","3800","3700","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","07/04/2023","3800","3900","3865","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","08/04/2023","3910","3910","3910","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","09/04/2023","3700","3700","3700","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","12/04/2023","3840","4000","3845","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","13/04/2023","3700","3700","3700","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","16/04/2023","3600","3950","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","17/04/2023","3900","4010","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","18/04/2023","3600","4000","3700","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","19/04/2023","3701","3701","3701","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","20/04/2023","3900","3950","3925","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","21/04/2023","3701","3701","3701","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","22/04/2023","3900","3900","3900","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","23/04/2023","3650","3701","3700","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","26/04/2023","3700","3951","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","27/04/2023","3900","3900","3900","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","29/04/2023","3800","3900","3850","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","01/05/2023","3800","3900","3801","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","02/05/2023","3600","3600","3600","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","07/05/2023","3800","4000","3801","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","08/05/2023","4005","4005","4005","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","09/05/2023","3600","3600","3600","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","11/05/2023","4001","4001","4001","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","13/05/2023","3801","3801","3801","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","15/05/2023","3500","3500","3500","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","17/05/2023","3600","4000","3700","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","18/05/2023","3900","3900","3900","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","19/05/2023","3900","3900","3900","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","20/05/2023","3925","3925","3925","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","22/05/2023","3600","3950","3900","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","24/05/2023","3205","4100","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","25/05/2023","3900","4000","3950","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","27/05/2023","3900","3950","3910","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","28/05/2023","3900","4000","3950","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","29/05/2023","3900","4000","3950","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","31/05/2023","3900","3900","3900","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","01/06/2023","3801","3801","3801","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","03/06/2023","3200","4100","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","05/06/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","07/06/2023","3600","3600","3600","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","09/06/2023","3815","3900","3825","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","11/06/2023","3800","4000","3900","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","12/06/2023","3900","3900","3900","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","13/06/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","14/06/2023","3801","3801","3801","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","15/06/2023","3900","4000","3950","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","17/06/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","18/06/2023","4100","4130","4125","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","20/06/2023","4100","4100","4100","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","21/06/2023","4000","4200","4100","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","22/06/2023","3800","4100","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","25/06/2023","3900","4000","3950","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","27/06/2023","4100","4100","4100","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","28/06/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","29/06/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","01/07/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","02/07/2023","4000","4100","4050","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","03/07/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","05/07/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","06/07/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","08/07/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","09/07/2023","4000","4200","4025","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","11/07/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","12/07/2023","4400","4430","4410","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","13/07/2023","4140","4185","4175","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","14/07/2023","4100","4100","4100","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","15/07/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","16/07/2023","3900","4100","3950","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","17/07/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","18/07/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","19/07/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","20/07/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","21/07/2023","4100","4100","4100","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","23/07/2023","4000","4100","4001","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","24/07/2023","4000","4200","4100","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","25/07/2023","4000","4050","4010","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","27/07/2023","4000","4100","4050","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","28/07/2023","3600","4200","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","30/07/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","02/08/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","05/08/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","07/08/2023","3900","4100","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","08/08/2023","4200","4200","4200","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","09/08/2023","3900","3900","3900","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","10/08/2023","4101","4101","4101","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","12/08/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","13/08/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","16/08/2023","3990","3990","3990","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","17/08/2023","4000","4050","4010","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","24/08/2023","3900","3900","3900","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","25/08/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","27/08/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","28/08/2023","3950","3950","3950","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","01/09/2023","3950","3950","3950","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","02/09/2023","4001","4001","4001","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","03/09/2023","4000","4100","4050","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","09/09/2023","3900","3900","3900","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","10/09/2023","4100","4100","4100","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","11/09/2023","4001","4001","4001","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","12/09/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","13/09/2023","3900","4001","3950","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","25/09/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","03/10/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","05/10/2023","3800","3950","3900","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","06/10/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Bichhiya","Millets","Millets","10/10/2023","3900","3900","3900","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","10/01/2023","3800","3810","3810","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","24/01/2023","3900","3900","3900","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","25/01/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","01/02/2023","3200","3225","3210","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","27/02/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","26/04/2023","3700","3700","3700","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","23/05/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","12/06/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","16/06/2023","3800","3800","3800","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","19/06/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","20/06/2023","4000","4000","4000","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","07/07/2023","4000","4050","4050","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","12/07/2023","4250","4300","4300","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","15/07/2023","4000","4020","4000","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","11/08/2023","3500","3500","3500","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","06/09/2023","4200","4240","4200","2023-10-11"
"Madhya Pradesh","Mandla","Nainpur","Millets","Other","11/09/2023","3611","3711","3711","2023-10-11"
